T_Return,SP_Return,T_Saturation,T_Outdoor,RH_Supply,RH_Return,RH_Outdoor,Energy,Power,overheat_flag
18.359999,22.5,18.879999,8.1,42.02,32.299999,81.0,0.0,0.0,0
18.24,22.5,18.799999,9.2,42.27,32.489998,81.0,0.0,0.0,0
18.119999,22.5,18.699999,9.2,42.509998,32.639999,81.0,0.0,0.0,0
17.959999,22.5,18.6,8.2,42.649998,32.939999,81.0,0.0,0.0,0
17.869999,22.5,18.459999,9.2,42.599998,33.049999,78.0,0.0,0.0,0
17.789999,22.5,18.359999,9.2,42.649998,33.16,75.0,0.0,0.0,0
17.695,22.5,18.26,8.2,42.610001,33.329998,75.0,0.0,0.0,0
17.65,22.5,18.16,9.2,42.579998,33.380001,75.0,0.0,0.0,0
17.594999,22.5,18.08,9.2,42.549999,33.48,81.0,0.0,0.0,0
17.545,22.5,17.98,9.2,42.469997,33.619999,87.0,0.0,0.0,0
17.529999,22.5,17.9,9.2,42.450001,33.649998,84.0,0.0,0.0,0
17.484999,22.5,17.82,9.2,42.450001,33.689999,81.0,0.0,0.0,0
17.449999,22.5,17.74,9.2,42.450001,33.790001,84.0,0.0,0.0,0
17.385,22.5,17.699999,9.2,42.469997,33.889999,87.0,0.0,0.0,0
17.385,22.5,17.639999,9.2,42.469997,33.889999,87.0,0.0,0.0,0
17.344999,22.5,17.58,9.2,42.450001,34.0,87.0,0.0,0.0,0
17.33,22.5,17.539999,9.2,42.459999,33.98,84.0,0.0,0.0,0
17.285,22.5,17.48,9.2,42.48,34.009998,81.0,0.0,0.0,0
17.25,22.5,17.42,8.2,42.450001,34.040001,84.0,0.0,0.0,0
17.215,22.5,17.379999,8.2,42.459999,34.07,87.0,0.0,0.0,0
17.195,22.5,17.34,8.2,42.459999,34.079998,81.0,0.0,0.0,0
17.154999,22.5,17.279999,9.2,42.52,34.169998,75.0,0.0,0.0,0
17.135,22.5,17.26,7.2,42.559998,34.200001,78.0,0.0,0.0,0
17.094999,22.5,17.219999,7.2,42.59,34.23,81.0,0.0,0.0,0
17.065001,22.5,17.18,8.3,42.579998,34.259998,84.0,0.0,0.0,0
17.025,22.5,17.139999,8.3,42.610001,34.329998,87.0,0.0,0.0,0
17.014999,22.5,17.119999,7.3,42.610001,34.329998,84.0,0.0,0.0,0
16.994999,22.5,17.1,7.3,42.639999,34.389999,81.0,0.0,0.0,0
16.984999,22.5,17.059999,8.3,42.639999,34.34,84.0,0.0,0.0,0
16.945,22.5,17.02,8.3,42.610001,34.369999,87.0,0.0,0.0,0
16.934999,22.5,17.0,8.3,42.610001,34.369999,81.0,0.0,0.0,0
16.91,22.5,16.959999,8.3,42.610001,34.419998,75.0,0.0,0.0,0
16.895,22.5,16.92,9.4,42.59,34.439999,78.0,0.0,0.0,0
16.875,22.5,16.9,8.4,42.549999,34.459999,81.0,0.0,0.0,0
16.859999,22.5,16.9,8.4,42.549999,34.48,78.0,0.0,0.0,0
19.959999,22.5,16.719999,7.4,36.5,28.33,75.0,10.0,5.088,1
19.949999,22.5,16.719999,8.4,36.399998,28.17,75.0,12.0,5.04,1
19.975,22.5,17.779999,8.4,35.349998,27.98,75.0,14.0,5.04,0
20.119999,22.5,18.18,8.4,33.829998,27.68,75.0,12.0,5.028,0
20.289999,22.5,17.539999,8.4,33.469997,27.33,75.0,13.0,5.052,0
20.324999,22.5,17.059999,8.4,34.079998,27.18,78.0,12.0,5.016,0
20.334999,22.5,18.02,7.4,33.189999,27.18,81.0,13.0,5.112,0
20.385,22.5,17.699999,7.4,33.399998,27.019999,81.0,12.0,5.076,0
20.725,22.5,17.539999,7.4,32.059998,26.57,81.0,13.0,4.98,0
20.994999,22.5,17.76,7.4,32.189999,26.16,81.0,12.0,5.016,0
21.045,22.5,17.639999,7.4,32.09,26.119999,81.0,13.0,5.028,0
20.975,22.5,17.74,9.4,32.059998,26.25,78.0,12.0,5.016,0
20.92,22.5,17.719999,8.4,32.049999,26.269999,75.0,14.0,4.98,0
20.875,22.5,17.639999,8.4,32.559998,26.389999,72.5,12.0,4.992,0
20.844999,22.5,17.76,8.4,32.259998,26.519999,70.0,13.0,4.98,0
20.844999,22.5,17.42,8.4,32.41,26.51,67.5,12.0,5.052,0
20.82,22.5,17.34,9.4,32.559998,26.519999,65.0,13.0,5.064,0
20.795,22.5,17.34,10.4,32.450001,26.41,63.0,12.0,5.124,0
20.805,22.5,17.559999,11.4,32.18,26.439999,61.0,13.0,5.088,0
20.859999,22.5,17.699999,11.4,31.779999,26.189999,57.0,12.0,5.052,0
20.895,22.5,17.699999,11.4,31.639999,26.07,53.0,13.0,5.1,0
20.875,22.5,17.440001,12.4,32.09,26.15,53.0,12.0,5.076,0
20.895,22.5,16.959999,12.4,32.149998,26.189999,53.0,14.0,5.04,0
20.92,22.5,17.799999,11.4,31.959999,26.199999,53.0,12.0,5.04,0
20.924999,22.5,17.779999,13.4,33.09,26.389999,53.0,13.0,5.004,0
20.939999,22.5,17.76,14.4,33.759998,26.74,51.5,12.0,5.064,0
20.994999,22.5,17.379999,15.4,33.919998,27.07,50.0,13.0,5.004,0
21.029999,22.5,17.539999,14.4,34.41,27.349998,50.0,12.0,5.076,0
21.045,22.5,17.940001,14.4,33.75,27.349998,50.0,13.0,5.064,0
21.094999,22.5,17.859999,15.4,33.380001,27.309999,48.0,12.0,5.124,0
21.125,22.5,18.059999,15.4,33.540001,27.16,46.0,13.0,5.172,0
21.15,22.5,17.02,16.4,33.169998,26.91,50.0,12.0,5.04,0
21.17,22.5,17.6,14.4,33.149998,26.769999,54.0,14.0,5.088,0
21.189999,22.5,17.279999,14.4,32.509998,26.539999,50.5,12.0,5.076,0
21.195,22.5,17.559999,16.4,31.959999,26.269999,47.0,13.0,5.1,0
21.244999,22.5,17.52,16.4,32.219997,26.15,48.5,12.0,0.0,0
20.365,22.5,18.440001,16.4,34.5,27.609999,50.0,1.0,0.0,0
19.684999,22.5,18.639999,16.4,36.540001,28.41,50.0,0.0,0.0,0
19.244999,22.5,18.699999,16.4,37.799999,28.93,50.0,0.0,0.0,0
19.004999,22.5,18.74,16.4,38.66,29.279999,52.0,0.0,0.0,0
18.785,22.5,18.76,15.4,39.23,29.539999,54.0,0.0,0.0,0
18.625,22.5,18.74,15.4,39.669998,29.879999,52.0,0.0,0.0,0
18.514999,22.5,18.74,15.4,40.009998,30.099998,50.0,0.0,0.0,0
18.424999,22.5,18.639999,15.4,40.16,30.299999,53.5,0.0,0.0,0
18.32,22.5,18.58,13.4,40.290001,30.519999,57.0,0.0,0.0,0
18.24,22.5,18.459999,12.4,40.419998,30.76,61.5,0.0,0.0,0
18.129999,22.5,18.379999,12.4,40.529999,31.019999,66.0,0.0,0.0,0
18.07,22.5,18.299999,12.4,40.669998,31.26,63.5,0.0,0.0,0
17.99,22.5,18.219999,12.4,40.709999,31.439999,61.0,0.0,0.0,0
17.92,22.5,18.18,12.4,40.82,31.75,61.0,0.0,0.0,0
17.85,22.5,18.1,12.4,40.959999,32.0,61.0,0.0,0.0,0
17.809999,22.5,18.02,12.4,41.049999,32.130001,63.5,0.0,0.0,0
17.76,22.5,17.959999,12.4,41.09,32.369999,66.0,0.0,0.0,0
17.73,22.5,17.9,12.4,41.259998,32.52,66.0,0.0,0.0,0
17.66,22.5,17.84,11.4,41.32,32.709999,66.0,0.0,0.0,0
17.609999,22.5,17.799999,11.4,41.489998,32.91,66.0,0.0,0.0,0
17.529999,22.5,17.76,11.4,41.619999,33.099998,66.0,0.0,0.0,0
17.494999,22.5,17.68,11.4,41.739998,33.23,68.0,0.0,0.0,0
17.469999,22.5,17.66,10.4,41.809998,33.34,70.0,0.0,0.0,0
17.43,22.5,17.619999,10.4,41.869999,33.439999,72.5,0.0,0.0,0
17.395,22.5,17.559999,10.4,41.939999,33.540001,75.0,0.0,0.0,0
17.389999,22.5,17.52,10.4,42.02,33.630001,78.0,0.0,0.0,0
17.344999,22.5,17.48,10.4,42.09,33.689999,81.0,0.0,0.0,0
17.315001,22.5,17.440001,10.4,42.049999,33.75,78.0,0.0,0.0,0
17.25,22.5,17.379999,10.4,42.18,33.880001,75.0,0.0,0.0,0
17.205,22.5,17.379999,10.4,42.279999,33.98,78.0,0.0,0.0,0
17.174999,22.5,17.32,9.4,42.450001,34.040001,81.0,0.0,0.0,0
17.145,22.5,17.299999,9.4,42.59,34.119999,78.0,0.0,0.0,0
17.125,22.5,17.26,9.4,42.649998,34.200001,75.0,0.0,0.0,0
17.084999,22.5,17.219999,9.4,42.75,34.259998,78.0,0.0,0.0,0
17.055,22.5,17.219999,9.4,42.84,34.329998,81.0,0.0,0.0,0
17.025,22.5,17.18,8.4,42.959999,34.419998,81.0,0.0,0.0,0
17.004999,22.5,17.16,8.4,43.059998,34.489998,81.0,0.0,0.0,0
16.965,22.5,17.139999,8.4,43.16,34.540001,84.0,0.0,0.0,0
16.945,22.5,17.1,7.4,43.219997,34.649998,87.0,0.0,0.0,0
16.914999,22.5,17.08,7.4,43.259998,34.700001,84.0,0.0,0.0,0
16.885,22.5,17.039999,7.4,43.34,34.77,81.0,0.0,0.0,0
16.859999,22.5,17.039999,7.4,43.34,34.829998,83.5,0.0,0.0,0
16.834999,22.5,17.0,7.4,43.439999,34.91,86.0,0.0,0.0,0
16.805,22.5,16.959999,6.4,43.5,34.93,86.5,0.0,0.0,0
16.779999,22.5,16.940001,6.4,43.509998,34.98,87.0,0.0,0.0,0
16.764999,22.5,16.92,6.4,43.549999,35.009998,87.0,0.0,0.0,0
16.73,22.5,16.9,7.4,43.610001,35.079998,87.0,0.0,0.0,0
16.715,22.5,16.879999,7.4,43.610001,35.119999,87.0,0.0,0.0,0
16.684999,22.5,16.859999,6.4,43.649998,35.169998,87.0,0.0,0.0,0
16.654999,22.5,16.84,7.4,43.66,35.219997,87.0,0.0,0.0,0
16.629999,22.5,16.799999,7.4,43.700001,35.23,87.0,0.0,0.0,0
16.615,22.5,16.779999,7.4,43.73,35.27,87.0,0.0,0.0,0
16.574999,22.5,16.76,7.4,43.73,35.299999,87.0,0.0,0.0,0
16.555,22.5,16.719999,7.4,43.759998,35.329998,87.0,0.0,0.0,0
16.529999,22.5,16.699999,6.4,43.759998,35.34,87.0,0.0,0.0,0
16.5,22.5,16.68,6.4,43.790001,35.360001,86.5,0.0,0.0,0
16.475,22.5,16.66,6.4,43.829998,35.399998,86.0,0.0,0.0,0
16.459999,22.5,16.639999,7.4,43.82,35.43,86.0,0.0,0.0,0
16.459999,22.5,16.619999,7.4,43.869999,35.43,86.0,0.0,0.0,0
16.455,22.5,16.6,7.4,43.91,35.439999,86.5,0.0,0.0,0
16.414999,22.5,16.58,7.4,43.939999,35.48,87.0,0.0,0.0,0
16.385,22.5,16.559999,6.4,43.939999,35.509998,87.0,0.0,0.0,0
16.344999,22.5,16.52,6.4,43.939999,35.549999,87.0,0.0,0.0,0
16.334999,22.5,16.52,6.4,43.98,35.549999,84.0,0.0,0.0,0
16.315001,22.5,16.5,6.4,43.959999,35.579998,81.0,0.0,0.0,0
16.295,22.5,16.48,6.4,43.989998,35.59,84.0,0.0,0.0,0
16.254999,22.5,16.440001,6.4,44.059998,35.649998,87.0,0.0,0.0,0
16.215,22.5,16.42,6.4,44.059998,35.689999,86.5,0.0,0.0,0
16.190001,22.5,16.4,6.4,44.099998,35.719997,86.0,0.0,0.0,0
16.164999,22.5,16.379999,6.4,44.129997,35.759998,83.0,0.0,0.0,0
16.145,22.5,16.359999,6.4,44.129997,35.790001,80.0,0.0,0.0,0
16.119999,22.5,16.34,6.4,44.139999,35.82,80.5,0.0,0.0,0
16.094999,22.5,16.299999,7.4,44.169998,35.84,81.0,0.0,0.0,0
16.094999,22.5,16.299999,8.4,44.219997,35.84,78.0,0.0,0.0,0
16.049999,22.5,16.26,8.4,44.23,35.880001,75.0,0.0,0.0,0
16.035,22.5,16.26,8.4,44.25,35.939999,75.0,0.0,0.0,0
16.01,22.5,16.24,9.4,44.25,35.939999,75.0,0.0,0.0,0
16.004999,22.5,16.219999,9.4,44.25,35.939999,72.5,0.0,0.0,0
15.995,22.5,16.18,9.4,44.23,35.939999,70.0,0.0,0.0,0
15.985,22.5,16.16,10.4,44.23,35.939999,68.0,0.0,0.0,0
15.969999,22.5,16.139999,10.4,44.23,35.939999,66.0,0.0,0.0,0
15.969999,22.5,16.139999,11.4,44.200001,35.939999,63.5,0.0,0.0,0
15.969999,22.5,16.119999,11.4,44.129997,35.939999,61.0,0.0,0.0,0
15.985,22.5,16.119999,12.4,44.059998,35.869999,61.0,0.0,0.0,0
16.0,22.5,16.119999,13.4,44.0,35.869999,61.0,0.0,0.0,0
16.014999,22.5,16.119999,12.4,43.93,35.880001,59.0,0.0,0.0,0
16.049999,22.5,16.119999,13.4,43.869999,35.790001,57.0,0.0,0.0,0
16.059999,22.5,16.119999,13.4,43.809998,35.790001,57.0,0.0,0.0,0
16.105,22.5,16.119999,14.4,43.739998,35.719997,57.0,0.0,0.0,0
16.129999,22.5,16.119999,15.4,43.75,35.66,57.0,0.0,0.0,0
16.145,22.5,16.119999,15.4,43.669998,35.66,57.0,0.0,0.0,0
16.16,22.5,16.119999,15.4,43.73,35.66,57.0,0.0,0.0,0
16.18,22.5,16.119999,15.4,43.73,35.619999,57.0,0.0,0.0,0
16.205,22.5,16.1,16.4,43.82,35.59,57.0,0.0,0.0,0
16.225,22.5,16.1,16.4,43.919998,35.59,57.0,0.0,0.0,0
16.254999,22.5,16.1,16.4,44.059998,35.59,57.0,0.0,0.0,0
16.26,22.5,16.119999,17.4,44.099998,35.59,57.0,0.0,0.0,0
16.275,22.5,16.119999,17.4,44.029999,35.619999,61.5,0.0,0.0,0
16.295,22.5,16.119999,16.4,43.93,35.619999,66.0,0.0,0.0,0
16.295,22.5,16.16,15.4,43.59,35.529999,64.0,0.0,0.0,0
16.315001,22.5,16.16,15.4,43.610001,35.610001,62.0,0.0,0.0,0
16.334999,22.5,16.16,14.4,43.669998,35.579998,64.0,0.0,0.0,0
16.355,22.5,16.16,13.4,43.919998,35.630001,66.0,0.0,0.0,0
16.344999,22.5,16.18,13.4,43.829998,35.630001,66.0,0.0,0.0,0
16.334999,22.5,16.18,12.4,43.77,35.68,66.0,0.0,0.0,0
16.324999,22.5,16.16,12.4,43.790001,35.610001,66.0,0.0,0.0,0
16.324999,22.5,16.16,12.4,43.860001,35.630001,66.0,0.0,0.0,0
16.315001,22.5,16.16,11.4,43.610001,35.630001,66.0,0.0,0.0,0
16.305,22.5,16.16,11.4,43.509998,35.66,66.0,0.0,0.0,0
16.295,22.5,16.16,11.4,43.329998,35.689999,68.0,0.0,0.0,0
16.27,22.5,16.16,11.4,43.200001,35.759998,70.0,0.0,0.0,0
16.254999,22.5,16.139999,10.4,43.099998,35.899998,73.0,0.0,0.0,0
16.244999,22.5,16.139999,10.4,43.139999,35.950001,76.0,0.0,0.0,0
16.225,22.5,16.139999,10.4,43.219997,36.02,73.0,0.0,0.0,0
16.205,22.5,16.139999,10.4,43.360001,36.079998,70.0,0.0,0.0,0
16.205,22.5,16.139999,10.4,43.540001,36.149998,73.0,0.0,0.0,0
16.18,22.5,16.119999,10.4,43.669998,36.219997,76.0,0.0,0.0,0
16.18,22.5,16.119999,10.4,43.799999,36.27,78.5,0.0,0.0,0
16.164999,22.5,16.119999,10.4,43.869999,36.279999,81.0,0.0,0.0,0
16.154999,22.5,16.119999,9.4,43.98,36.360001,81.0,0.0,0.0,0
16.145,22.5,16.119999,9.4,44.029999,36.41,81.0,0.0,0.0,0
16.125,22.5,16.119999,9.4,44.16,36.48,78.0,0.0,0.0,0
16.115,22.5,16.1,9.4,44.27,36.52,75.0,0.0,0.0,0
16.105,22.5,16.08,9.4,44.360001,36.529999,78.0,0.0,0.0,0
16.07,22.5,16.08,9.4,44.450001,36.599998,81.0,0.0,0.0,0
16.059999,22.5,16.08,8.4,44.52,36.619999,81.0,0.0,0.0,0
16.059999,22.5,16.08,8.4,44.619999,36.649998,81.0,0.0,0.0,0
16.049999,22.5,16.08,9.4,44.709999,36.719997,78.0,0.0,0.0,0
16.029999,22.5,16.059999,9.4,44.779999,36.75,75.0,0.0,0.0,0
16.025,22.5,16.059999,9.4,44.829998,36.779999,78.0,0.0,0.0,0
16.0,22.5,16.039999,9.4,44.91,36.849998,81.0,0.0,0.0,0
15.995,22.5,16.02,9.4,44.969997,36.880001,84.0,0.0,0.0,0
15.969999,22.5,16.02,9.4,45.0,36.919998,87.0,0.0,0.0,0
15.964999,22.5,16.0,9.4,45.049999,36.98,84.0,0.0,0.0,0
15.945,22.5,15.98,9.4,45.119999,36.969997,81.0,0.0,0.0,0
15.91,22.5,16.0,8.4,45.18,37.009998,81.0,0.0,0.0,0
15.905,22.5,16.0,8.4,45.279999,37.079998,81.0,0.0,0.0,0
15.88,22.5,15.98,8.4,45.379997,37.110001,84.0,0.0,0.0,0
15.86,22.5,15.94,8.4,45.459999,37.169998,87.0,0.0,0.0,0
15.839999,22.5,15.96,7.4,45.52,37.18,84.0,0.0,0.0,0
15.83,22.5,15.94,7.4,45.579998,37.23,81.0,0.0,0.0,0
15.809999,22.5,15.92,7.4,45.68,37.299999,81.0,0.0,0.0,0
15.77,22.5,15.92,6.4,45.779999,37.34,81.0,0.0,0.0,0
15.764999,22.5,15.88,6.4,45.879997,37.369999,81.0,0.0,0.0,0
15.74,22.5,15.9,7.4,45.939999,37.450001,81.0,0.0,0.0,0
15.71,22.5,15.88,7.4,45.989998,37.509998,81.0,0.0,0.0,0
15.7,22.5,15.86,7.4,45.989998,37.540001,81.0,0.0,0.0,0
15.679999,22.5,15.88,7.4,46.029999,37.579998,84.0,0.0,0.0,0
18.645,22.5,15.58,7.4,42.93,31.9,87.0,10.0,5.112,0
18.445,22.5,15.559999,7.4,43.399998,32.309998,87.0,13.0,5.184,0
18.395,22.5,15.52,7.4,44.619999,32.669998,87.0,12.0,5.124,0
18.365,22.5,15.48,7.4,44.789997,33.130001,87.0,13.0,5.196,0
18.34,22.5,15.4,7.4,44.899998,33.450001,87.0,13.0,5.136,0
18.324999,22.5,15.299999,7.4,45.07,33.639999,87.0,13.0,5.184,0
18.275,22.5,15.28,7.4,45.489998,33.809998,87.0,12.0,5.124,0
18.26,22.5,15.259999,7.4,45.299999,33.91,87.0,14.0,5.112,0
18.295,22.5,16.359999,6.4,41.360001,33.84,87.0,13.0,5.076,1
18.404999,22.5,16.719999,5.4,40.049999,33.259998,87.0,12.0,5.124,1
18.565001,22.5,18.539999,6.4,37.259998,32.84,87.0,13.0,5.1,0
18.9,22.5,18.799999,5.4,35.169998,32.009998,83.5,12.0,5.064,0
19.49,22.5,17.940001,5.4,35.489998,30.83,80.0,13.0,5.124,0
20.174999,22.5,17.76,4.4,35.450001,29.57,83.0,12.0,5.148,0
20.475,22.5,17.58,5.4,35.48,29.129999,86.0,13.0,5.1,0
20.594999,22.5,17.639999,5.4,35.02,28.879999,86.0,12.0,5.112,0
20.699999,22.5,17.699999,5.4,34.700001,28.82,86.0,14.0,5.076,0
20.76,22.5,17.6,5.4,34.639999,28.82,86.0,13.0,5.1,0
20.754999,22.5,17.66,5.4,34.549999,28.82,86.0,12.0,5.1,0
20.74,22.5,17.639999,5.4,33.889999,28.709999,86.5,13.0,5.136,0
20.645,22.5,17.639999,5.4,33.439999,28.59,87.0,12.0,4.92,0
20.514999,22.5,17.699999,6.4,33.43,28.799999,84.0,13.0,5.076,0
20.439999,22.5,17.699999,7.4,33.919998,29.039999,81.0,13.0,5.004,0
20.609999,22.5,17.66,7.4,34.309998,29.129999,75.5,12.0,5.136,0
20.775,22.5,17.779999,7.4,33.919998,28.939999,70.0,14.0,5.124,0
20.775,22.5,17.58,7.4,33.630001,28.75,70.0,12.0,5.124,0
20.82,22.5,17.799999,9.4,33.689999,28.639999,70.0,13.0,5.124,0
20.93,22.5,17.32,9.4,33.899998,28.459999,68.0,13.0,5.088,0
20.959999,22.5,17.539999,9.4,33.959999,28.639999,66.0,12.0,4.872,0
20.994999,22.5,17.58,10.4,34.169998,28.869999,64.0,13.0,5.1,0
21.16,22.5,17.699999,11.4,34.290001,28.859999,62.0,13.0,5.1,0
21.299999,22.5,17.74,12.4,34.779999,28.959999,59.5,12.0,5.1,0
21.375,22.5,17.32,14.4,34.689999,28.82,57.0,14.0,5.124,0
21.455,22.5,17.58,14.4,34.709999,28.939999,57.0,13.0,5.124,0
21.514999,22.5,17.92,14.4,34.93,29.15,57.0,12.0,5.124,0
21.615,22.5,17.84,15.4,35.18,29.299999,57.5,13.0,5.148,0
21.674999,22.5,17.66,15.4,35.82,29.389999,58.0,12.0,5.16,0
21.689999,22.5,18.1,16.4,35.66,29.679998,58.0,13.0,5.148,0
21.75,22.5,18.219999,16.4,35.73,29.799999,58.0,12.0,5.172,0
21.76,22.5,17.219999,15.4,36.279999,29.959999,60.0,13.0,5.1,0
21.725,22.5,17.42,15.4,36.799999,30.15,62.0,14.0,5.028,0
21.76,22.5,17.48,16.4,37.059998,30.23,64.0,13.0,5.184,0
21.75,22.5,17.52,16.4,37.079998,30.389999,66.0,13.0,5.16,0
21.75,22.5,17.52,16.4,37.27,30.549999,66.0,12.0,5.148,0
21.719999,22.5,16.92,15.4,37.419998,30.709999,66.0,13.0,5.112,0
21.74,22.5,16.799999,14.4,37.66,30.869999,66.0,13.0,5.1,0
21.77,22.5,17.18,14.4,37.73,31.019999,66.0,12.0,5.136,0
21.709999,22.5,17.32,14.4,37.669998,31.269999,66.0,14.0,5.052,0
21.699999,22.5,17.059999,14.4,38.029999,31.49,66.0,12.0,5.148,0
21.719999,22.5,17.379999,13.4,37.509998,31.58,68.5,13.0,5.076,0
21.76,22.5,17.32,13.4,37.98,31.58,71.0,13.0,5.052,0
21.795,22.5,17.940001,12.4,37.259998,31.59,68.5,13.0,5.184,0
21.859999,22.5,17.699999,12.4,37.239998,31.559999,66.0,12.0,5.184,0
21.869999,22.5,17.559999,12.4,37.489998,31.599998,68.5,13.0,5.136,0
21.869999,22.5,17.48,11.4,37.219997,31.689999,71.0,14.0,5.088,0
21.869999,22.5,17.619999,11.4,37.34,31.76,73.5,12.0,5.1,0
21.869999,22.5,17.92,11.4,36.869999,31.629999,76.0,13.0,5.196,0
21.82,22.5,17.16,11.4,37.029999,31.609999,78.5,12.0,5.16,0
21.83,22.5,18.0,11.4,37.029999,31.689999,81.0,13.0,5.124,0
21.77,22.5,17.039999,11.4,37.48,31.74,81.0,13.0,5.088,0
21.74,22.5,18.0,11.4,37.329998,31.929998,81.0,13.0,5.172,0
21.74,22.5,17.32,11.4,38.02,32.139999,78.5,14.0,5.124,0
21.699999,22.5,17.699999,11.4,37.77,32.299999,76.0,12.0,5.184,0
21.66,22.5,18.139999,11.4,37.849998,32.5,78.5,13.0,5.112,0
20.504999,22.5,18.66,11.4,40.700001,34.389999,81.0,0.0,0.0,0
19.674999,22.5,18.779999,11.4,43.200001,35.540001,81.0,0.0,0.0,0
19.234999,22.5,18.84,11.4,44.939999,36.34,81.0,0.0,0.0,0
18.834999,22.5,18.84,11.4,46.599998,36.91,81.0,0.0,0.0,0
18.584999,22.5,18.799999,11.4,49.389999,37.349998,81.0,0.0,0.0,0
18.379999,22.5,18.719999,11.4,48.939999,37.759998,81.0,0.0,0.0,0
18.23,22.5,18.66,11.4,48.579998,38.07,81.0,0.0,0.0,0
18.094999,22.5,18.559999,11.4,48.399998,38.329998,84.0,0.0,0.0,0
17.85,22.5,18.459999,11.4,48.360001,38.57,87.0,0.0,0.0,0
17.73,22.5,18.359999,10.4,48.289997,38.68,90.0,0.0,0.0,0
17.615,22.5,18.26,10.4,48.289997,38.700001,93.0,0.0,0.0,0
17.51,22.5,18.18,10.4,48.219997,38.799999,93.0,0.0,0.0,0
17.459999,22.5,18.08,9.4,48.07,38.849998,93.0,0.0,0.0,0
17.389999,22.5,18.0,10.4,47.969997,39.009998,90.0,0.0,0.0,0
17.33,22.5,17.92,10.4,47.91,39.189999,87.0,0.0,0.0,0
17.275,22.5,17.84,10.4,47.879997,39.389999,87.0,0.0,0.0,0
17.225,22.5,17.76,10.4,47.91,39.52,87.0,0.0,0.0,0
17.190001,22.5,17.68,9.4,47.84,39.649998,87.0,0.0,0.0,0
17.154999,22.5,17.639999,9.4,47.799999,39.689999,87.0,0.0,0.0,0
17.125,22.5,17.559999,9.4,47.739998,39.73,87.0,0.0,0.0,0
17.094999,22.5,17.48,9.4,47.73,39.73,87.0,0.0,0.0,0
17.065001,22.5,17.459999,9.4,47.739998,39.77,90.0,0.0,0.0,0
17.025,22.5,17.4,9.4,47.739998,39.77,93.0,0.0,0.0,0
17.004999,22.5,17.359999,8.4,47.75,39.799999,93.0,0.0,0.0,0
16.965,22.5,17.32,9.4,47.75,39.790001,93.0,0.0,0.0,0
16.924999,22.5,17.26,9.4,47.739998,39.829998,96.5,0.0,0.0,0
16.914999,22.5,17.26,9.4,47.889999,39.82,100.0,0.0,0.0,0
16.914999,22.5,17.18,9.4,47.889999,39.719997,93.5,0.0,0.0,0
16.885,22.5,17.139999,9.4,47.789997,39.719997,87.0,0.0,0.0,0
16.865,22.5,17.1,9.4,47.700001,39.689999,87.0,0.0,0.0,0
16.855,22.5,17.059999,9.4,47.629997,39.689999,87.0,0.0,0.0,0
16.815001,22.5,17.039999,9.4,47.610001,39.689999,87.0,0.0,0.0,0
16.805,22.5,17.02,9.4,47.599998,39.719997,87.0,0.0,0.0,0
16.785,22.5,16.98,9.4,47.629997,39.700001,87.0,0.0,0.0,0
16.764999,22.5,16.959999,9.4,47.629997,39.700001,87.0,0.0,0.0,0
16.744999,22.5,16.940001,10.4,47.599998,39.700001,87.0,0.0,0.0,0
16.725,22.5,16.9,8.4,47.629997,39.73,87.0,0.0,0.0,0
16.709999,22.5,16.9,8.4,47.639999,39.73,90.0,0.0,0.0,0
16.684999,22.5,16.879999,9.4,47.669998,39.759998,93.0,0.0,0.0,0
16.66,22.5,16.859999,8.4,47.669998,39.73,93.0,0.0,0.0,0
19.68,22.5,16.799999,9.4,42.349998,34.149998,93.0,9.0,5.112,1
19.705,22.5,16.82,9.4,42.009998,34.419998,93.0,14.0,5.112,1
19.76,22.5,17.98,9.4,40.91,34.549999,93.0,13.0,5.1,0
19.889999,22.5,18.02,9.4,39.82,34.529999,93.0,12.0,4.992,0
20.035,22.5,17.619999,9.4,39.200001,34.439999,93.0,13.0,5.088,0
20.109999,22.5,17.379999,9.4,39.349998,34.489998,93.0,13.0,5.124,0
20.115,22.5,17.779999,9.4,40.099998,34.619999,93.0,13.0,5.1,0
20.119999,22.5,17.66,9.4,39.969997,34.709999,93.0,12.0,5.136,0
20.445,22.5,17.459999,9.3,38.239998,34.469997,93.0,14.0,5.064,0
20.744999,22.5,17.66,9.3,37.77,34.040001,93.0,13.0,5.076,0
20.785,22.5,17.699999,9.3,37.669998,33.98,93.0,12.0,5.088,0
20.76,22.5,17.639999,8.3,38.119999,34.07,93.0,13.0,5.1,0
20.645,22.5,17.66,9.3,37.879997,34.5,93.0,12.0,5.064,0
20.625,22.5,17.6,9.3,38.290001,34.73,93.0,13.0,5.16,0
20.625,22.5,17.52,10.3,38.379997,34.849998,93.0,12.0,5.052,0
20.605,22.5,17.5,11.3,38.899998,35.049999,90.0,13.0,5.1,0
20.764999,22.5,17.539999,11.3,38.579998,35.07,87.0,14.0,5.16,0
21.189999,22.5,17.639999,11.3,38.379997,34.43,87.0,12.0,5.064,0
21.369999,22.5,17.699999,12.3,38.219997,34.279999,87.0,13.0,5.136,0
21.539999,22.5,17.6,12.3,38.52,34.149998,84.0,13.0,5.148,0
21.689999,22.5,17.42,12.3,38.469997,33.959999,81.0,12.0,5.304,0
21.77,22.5,17.379999,13.3,38.309998,33.790001,78.5,13.0,5.124,0
